0,1,2,3,4,5,6
-0.1124860539080447,0.8122938295782316,0.5892124097900968,-0.0978415206684178,0.700400801622149,0.08928368177327872,0.7013516793231128
-0.11013432843231144,0.8126442709205509,0.5892202473598843,-0.09785485866911997,0.7003990984258839,0.08928425829379476,0.7013514459812444
-0.10722343337849477,0.8127098882409282,0.5892399677792849,-0.09786258199081564,0.7003995539613109,0.08926925937910146,0.7013518226872975
-0.10333687517882961,0.8122338247284804,0.5892606683818079,-0.09786888326815632,0.7004000547468696,0.08927134862808357,0.7013501773811346
-0.12828518735269173,0.7577512256762571,0.5941042275373418,-0.09806565528681536,0.7003003207916193,0.08905012351206974,0.7014503998536231
-0.13553177764759228,0.7579772177039836,0.5948809331829654,-0.09803083055876248,0.7003163894051607,0.08909989666077325,0.7014329044217401
-0.14240950999509,0.7598015929642564,0.5956015119336874,-0.09799041262861687,0.7003415655412475,0.08915178602962888,0.7014068217916297
-0.14832391041046308,0.7634542138270448,0.5961596136471539,-0.09793173514167312,0.7003794259053026,0.0892159139605064,0.7013690581404997
-0.1532656601378796,0.7688647120078569,0.5965770140524695,-0.09789937873810768,0.700415255669165,0.08926588345966574,0.7013314361404002
-0.15880837441909307,0.7796536648108219,0.5969353551887854,-0.0978585126986432,0.7004800099815808,0.0893175588951048,0.7012658845128811
-0.16099345550915403,0.7875596769985382,0.5970207206449794,-0.09785295103125431,0.7005123252848601,0.0893192992168046,0.7012341583849807
-0.16214403741271133,0.7966204073764456,0.5970127040479005,-0.09785303503577382,0.7005420199737828,0.089320373339307,0.7012043444616316
-0.1620104231249177,0.8050937438676902,0.5969548739759019,-0.09786171605912601,0.7005693349530631,0.08929771756341875,0.7011787283505895
-0.16061366638282373,0.8137095375207174,0.5968778200349895,-0.09787705575524801,0.700589938454118,0.08927291374925198,0.701159159509635
-0.07977528571700485,0.8509540292588078,0.5972832698212219,-0.09798188484865812,0.7000658851545165,0.08915456853975498,0.7016828126673889
-0.07253781016781838,0.8450204334188258,0.5972947308322447,-0.09797328979869374,0.7000690025461686,0.08917020076596928,0.7016789162112472
-0.06578285075862131,0.8383819532632976,0.5972831453210237,-0.097962843891073,0.7001029709909056,0.08918577233022883,0.7016445034633573
-0.05962076115458756,0.8312342471387152,0.5972522820601787,-0.09793823443119451,0.7001552056011179,0.08920461824888322,0.7015934195737783
-0.05420762008457736,0.8236398393125995,0.5972104659356584,-0.09791215796161323,0.700214336551931,0.08923063837635473,0.7015347356940976
-0.04948328934999338,0.8151953480494232,0.5971617684093202,-0.09788099315366625,0.7002827655197277,0.08925536972737323,0.7014676318050064
-0.0460001003473795,0.8069258418636184,0.5971401888114982,-0.0978657901851637,0.700340928520768,0.08927643106221908,0.701409003226288
-0.04309909597126041,0.7975301503923435,0.5971097037741111,-0.09784219305720326,0.7003934816393387,0.08929422409124,0.7013575533768961
-0.041131197427604876,0.7881690089088605,0.5970917194967387,-0.09783708798053875,0.7004358513021451,0.08929644677477191,0.7013156685969079
-0.03993155865319131,0.7789623158538121,0.5970597958962262,-0.09783489023352933,0.7004691399457896,0.08929458491668718,0.7012829638178555
-0.03935766019107759,0.7692254368656253,0.5970290311315505,-0.09783097554609207,0.700492823411392,0.08929830601738936,0.7012593793420957
-0.03957834511654293,0.7591937167482858,0.5969969531466869,-0.09784203736827536,0.7005125129960028,0.08929203387383122,0.70123896607813
-0.10998805844594856,0.7197657610901259,0.5961193864222851,-0.0979221184899304,0.7005600482374206,0.08922030588660856,0.7011894284296699
-0.1129471569903151,0.726363393141865,0.5957891031018555,-0.09788698059907541,0.7006289010815331,0.08926414903939779,0.7011199567083737
-0.11488933994281778,0.7342110844127918,0.5953854662111675,-0.09786903534319306,0.7006934723040467,0.08928664220182086,0.7010550658228034
-0.11603311045219583,0.7433826605134827,0.5948616731652577,-0.09785877570832126,0.7007435046515614,0.0892938827662636,0.7010055657454086
-0.11650552707720244,0.7524614432360386,0.5943087454125395,-0.09785478472814996,0.7007662998712044,0.0892939405390761,0.7009833280853637
-0.11655520580955184,0.762113261720585,0.5936551059691412,-0.09776077578297258,0.7008259536015622,0.08911713182053779,0.70095930715902
-0.11621989195697804,0.7713511101573097,0.5930129891607833,-0.09735162787075465,0.7010605683941855,0.08831563537075764,0.7008830776547504
-0.1153731166743785,0.7797352944505633,0.5924133368565895,-0.09636534571153262,0.701622260706333,0.08643172464717766,0.7006921438133481
-0.11390995686395583,0.7869113020807816,0.5919418671795529,-0.09460754227867664,0.702673746232218,0.08301669998058445,0.700290830172938
-0.11169329734408462,0.7925187570426273,0.5916440402375799,-0.09180121717660704,0.7043542333316805,0.07761412472542738,0.6995953817427184
-0.10864220063724864,0.7961911796508641,0.5915811123060364,-0.0876989853448817,0.7067708534361935,0.06980085553957241,0.6985067567808465
-0.0498425231396345,0.7429191138711057,0.5940834659749901,0.04246018739548358,0.7438980222147773,-0.12404939105603646,0.6553049775561831
-0.04652941565148286,0.7368234238734331,0.5938840177699463,0.05492253290849887,0.7447063664112008,-0.14025689916189338,0.6501722429041643
-0.04387179306645547,0.7314553792811227,0.5937376762395932,0.0657440910007183,0.7451915968900624,-0.15554971225084033,0.6451135446118061
-0.04146822357878749,0.726054762673221,0.5936875379183884,0.07638233740659509,0.7454514974102123,-0.1727730368980618,0.6392317899339787
-0.039672529813509744,0.7213718900621995,0.593756624940512,0.08525631510081157,0.7454392925861877,-0.1902074742912718,0.6331451164841836
-0.03846109759768698,0.7174628235735002,0.5939629420124412,0.09229434192801374,0.7451759075545676,-0.20799630629276492,0.626843008908026
-0.03769750058053181,0.7138471449429749,0.5943262335098122,0.09838931156386052,0.7445235144114332,-0.22835630530968232,0.6195624889256526
-0.037441220634725714,0.7109713734216805,0.5947498474984805,0.102940584956484,0.7435133757000238,-0.24788441732297517,0.6124903360645139
-0.03751274140316119,0.7082277006012506,0.5952311860087015,0.10714910547323983,0.7419820126158119,-0.26946600129291287,0.6044582998835252
-0.037726699498313504,0.7058965541176019,0.5956396855598183,0.11073052611564822,0.7402104791515475,-0.2894416633405919,0.5966998581054128
-0.02698858219882841,0.6700854080841812,0.5883798346699177,0.1853743648760495,0.7138158104504223,-0.47296844322891807,0.4820831726034644
-0.02630115137100862,0.6665486471550311,0.5873307832745585,0.19399712353101503,0.710405710330585,-0.48574528931981414,0.4708931478530975
-0.02590294392536463,0.6628044715691497,0.5862707886413925,0.2034981809937338,0.7063378595617209,-0.49918360920494476,0.4587930282634352
-0.025835307303128677,0.6592905631148815,0.5853330854267335,0.21278434544883068,0.7020668772273804,-0.51171406880261,0.44718411646835676
-0.026119829934675737,0.6558631094180651,0.5844842184201586,0.22215324811704262,0.6974530684040527,-0.5238629586873536,0.43563144083060784
-0.026855252932251578,0.6526278995347653,0.5836606516772153,0.2313108042616255,0.6924567421444796,-0.5357833081700683,0.42418771643793646
-0.028203205405451327,0.6496468349420024,0.5828059253733519,0.2399460433708809,0.6870319265978734,-0.5476230143287296,0.41294317076734616
-0.030198463620653253,0.6471278274203623,0.5818974485273088,0.24747197363419857,0.681358038424244,-0.5590915929474258,0.40239959795677094
-0.03312045365047235,0.6449243206425599,0.5807949718737995,0.25424872056727527,0.674854190204275,-0.5713341106063243,0.3917993671655383
-0.03704722288049291,0.6432136462689094,0.5794757637695432,0.25969507520732144,0.6676457710050357,-0.5840751795794082,0.38165924195732126
-0.04231681878616617,0.6420317407648071,0.5777897743265042,0.2637438110719075,0.6592526926948158,-0.5980608230225634,0.37168311941958676
-0.09795105687233803,0.6496510630591805,0.5559380710990731,-0.26854423716110526,-0.5793604024885328,0.7084946368212098,-0.3004344625895427
-0.09120315468104216,0.6510840580114404,0.5549264956276342,-0.2660598347121385,-0.5892891505552784,0.7010334611910105,-0.30083641348969026
-0.0829170909167943,0.6526099606059098,0.5540062261804869,-0.26325950495483263,-0.6014373720657084,0.6911519196500158,-0.3021200829103045
-0.07384652940873332,0.6541290525092094,0.5532466198531574,-0.26046066006715274,-0.6146402691485819,0.6796212293094347,-0.3041259094031199
-0.0644608820814448,0.6556073209950105,0.5526409764669954,-0.25785034884910213,-0.62814167696226,0.6670124811505563,-0.306668520149713
-0.054761150560512735,0.6570935500344252,0.5521464430473488,-0.2554416063842777,-0.6419316949293385,0.6532779653358506,-0.30967916426459424
-0.04591075008897932,0.6584323623378457,0.5518103391711863,0.2535159936071093,0.6543566060004037,-0.6401168455427425,0.31272591389496524
-0.036787183282215516,0.6597675862831961,0.5515711131960019,0.2518389420068237,0.6669533568131701,-0.6259174451853168,0.31619253460069807
-0.02705760915237574,0.6611859500186099,0.551449481291141,0.25039830921308526,0.6801515236031679,-0.6100447545860532,0.3202186582408331
-0.018873947465227796,0.6623493409355228,0.5514360510738487,0.2495012576822159,0.6910395836137677,-0.5960853179149747,0.32387607207094904
-0.010088153285979215,0.6635819806992308,0.5515298344563887,0.24888251918196633,0.7024910514974694,-0.5804642953879813,0.32806251841890216
0.07687638748369377,0.6918892649941453,0.5560915836770549,0.20413093041646058,0.8105296474671784,-0.4037449654680689,0.3719707739638014
0.0828753994164249,0.6968471880658444,0.5567466600530662,0.19235044209968594,0.8189016555559143,-0.3895796740141728,0.375005418023325
0.08867185217170764,0.7020068837935672,0.5575219266173722,0.18022458821392365,0.8269956837026915,-0.3748886262899525,0.3782271206810426
0.0944733057336962,0.7075127841271646,0.5584598946689547,0.16766846052715387,0.835044109800478,-0.3588481201474286,0.38185946197343096
0.09962563524351782,0.7126865441162784,0.559425072941143,0.15630082867710277,0.8420843211713472,-0.34330681428311616,0.38549251388194333
0.10519913743448057,0.7185748762027813,0.5606273900124157,0.14380324249411455,0.8495186380648703,-0.3250153380202303,0.38987657159693795
