0,1,2,3,4,5
-262.1734313964844,49.54193115234375,114.6347198486328,143.8050079345703,-86.5169906616211,12.405752182006836
-258.0874328613281,63.048828125,114.64134216308594,143.7998046875,-86.51704406738281,11.29928970336914
-249.82583618164065,76.34490966796875,114.63482666015624,143.80548095703125,-86.51701354980469,10.262351989746094
-229.152099609375,90.71142578125,114.6368408203125,143.79901123046875,-86.51729583740234,6.520163536071777
-215.9395446777344,96.24627685546876,114.63538360595705,143.79684448242188,-86.5177001953125,3.1069109439849854
-202.6937561035156,100.3292236328125,114.63479614257812,143.8043670654297,-86.51705169677734,-1.712605118751526
-178.5699005126953,109.95684814453124,114.63528442382812,143.7964630126953,-86.51770782470703,-4.897056579589844
-148.02890014648438,115.32733154296876,114.63616943359376,143.7958221435547,-86.51766204833984,-11.134196281433104
-128.3712158203125,124.29302978515624,114.6348114013672,143.80291748046875,-86.51712036132812,-15.179110527038574
-111.00334167480467,130.53363037109375,114.63510131835938,143.798583984375,-86.51747131347656,-19.70300674438477
-108.03744506835938,130.675537109375,114.63487243652344,143.80271911621094,-86.51715087890625,-20.598596572875977
-88.15962219238281,136.9749755859375,114.63508605957033,143.79541015625,-86.51797485351562,-26.71815299987793
-73.08543395996094,142.19305419921875,114.63582611083984,143.79510498046875,-86.51799774169922,-30.244197845458984
-49.70951843261719,142.06231689453125,114.6361083984375,143.79611206054688,-86.51808166503906,-37.03403091430664
-28.961822509765625,142.1444091796875,114.63504791259766,143.7971954345703,-86.51805114746094,-43.72970962524414
-11.883712768554688,152.7984619140625,114.64078521728516,143.7983856201172,-86.51761627197266,-46.71105194091797
-2.6066207885742188,160.8004150390625,114.634765625,143.7989501953125,-86.51752471923828,-49.151493072509766
7.326629638671875,180.45263671875,114.64046478271484,143.795166015625,-86.517822265625,-50.83007049560547
15.267776489257812,183.400146484375,114.63546752929688,143.7928466796875,-86.51858520507812,-53.29791641235352
22.88079071044922,180.73046875,114.63504028320312,143.79290771484375,-86.51811218261719,-55.10841751098633
48.54410552978516,176.2711181640625,114.6362533569336,143.7860565185547,-86.52005767822266,-61.104286193847656
68.70142364501953,170.690185546875,114.63726806640624,143.7886962890625,-86.52015686035156,-69.12244415283203
89.67927551269531,163.979248046875,114.6353759765625,143.7920379638672,-86.51909637451172,-76.36104583740234
103.62887573242188,155.376708984375,114.63961791992188,143.7935333251953,-86.5202407836914,-81.09131622314453
125.27801513671876,148.4007568359375,114.63548278808594,143.7947998046875,-86.51959228515625,-88.4788589477539
145.4674835205078,140.8685302734375,114.63616180419922,143.79624938964844,-86.51920318603516,-94.4273910522461
160.83056640625,135.9110107421875,114.63481903076172,143.7934112548828,-86.51792907714844,-96.99248504638672
178.87155151367188,131.48785400390625,114.63478088378906,143.79345703125,-86.51779174804688,-97.12161254882812
182.79412841796875,127.3109130859375,114.6364288330078,143.79315185546875,-86.5179443359375,-97.19956970214844
200.7050018310547,109.318603515625,114.63662719726562,143.79551696777344,-86.51850891113281,-100.36515045166016
212.5532684326172,92.39178466796876,114.6411590576172,143.79811096191406,-86.51896667480469,-103.11886596679688
222.2350616455078,81.075927734375,114.63595581054688,143.79417419433594,-86.51815795898438,-105.32799530029295
232.0616607666016,70.6358642578125,114.63555908203124,143.7924041748047,-86.5181655883789,-107.19227600097656
242.1652069091797,54.3826904296875,114.6365966796875,143.79672241210938,-86.51850891113281,-109.44334411621094
249.8803253173828,40.12109375,114.63854217529295,143.798095703125,-86.51864624023438,-111.78492736816406
258.82843017578125,24.62591552734375,114.63694763183594,143.79684448242188,-86.51837921142578,-114.39594268798828
266.5830993652344,4.900146484375,114.63721466064452,143.79647827148438,-86.51827239990234,-116.56370544433594
271.6864624023437,-13.450927734375,114.63787841796876,143.80027770996094,-86.51879119873047,-119.44707489013672
275.131103515625,-28.15142822265625,114.6384506225586,143.80206298828125,-86.5189437866211,-122.39859008789062
276.9089050292969,-42.87078857421875,114.63754272460938,143.80288696289062,-86.51895141601562,-126.06326293945312
281.097900390625,-60.98260498046875,114.63705444335938,143.80335998535156,-86.51887512207031,-130.4293975830078
287.2398986816406,-75.56427001953125,114.6373291015625,143.80508422851562,-86.51895141601562,-134.5457000732422
297.0709228515625,-91.18780517578124,114.63706970214844,143.8046417236328,-86.51879119873047,-138.9089813232422
304.51287841796875,-106.55450439453124,114.63651275634766,143.8032989501953,-86.5185775756836,-143.62498474121094
304.8136291503906,-121.501953125,114.642333984375,143.81309509277344,-86.51921081542969,-147.8123016357422
293.7788391113281,-135.501220703125,114.63967895507812,143.8032684326172,-86.51847839355469,-149.61614990234375
286.185791015625,-150.5771484375,114.63468170166016,143.792724609375,-86.51797485351562,-151.645263671875
276.89813232421875,-163.49188232421875,114.65151977539062,143.81451416015625,-86.51904296875,-152.91317749023438
256.3798217773437,-180.9744873046875,114.638671875,143.80555725097656,-86.51861572265625,-155.09999084472656
249.25534057617188,-194.89984130859372,114.63764190673828,143.8096160888672,-86.51903533935547,-161.1754608154297
239.01971435546875,-206.6346435546875,114.64292907714844,143.8131561279297,-86.51962280273438,-166.74476623535156
229.1843414306641,-214.55133056640625,114.63885498046876,143.80023193359375,-86.51823425292969,-170.5198211669922
209.8340606689453,-228.574951171875,114.63766479492188,143.7976531982422,-86.51825714111328,-172.1021728515625
195.9615173339844,-237.821044921875,114.63761901855467,143.79737854003906,-86.51850128173828,-176.3693084716797
181.47396850585935,-243.83050537109372,114.6418914794922,143.79617309570312,-86.51883697509766,-178.76206970214844
175.7779083251953,-247.83935546875,114.63482666015624,143.7906951904297,-86.5180435180664,178.8997344970703
165.9204559326172,-252.21575927734372,114.64134979248048,143.78585815429688,-86.51910400390625,172.34530639648438
156.346923828125,-257.6046142578125,114.64427185058594,143.78892517089844,-86.51824188232422,171.42710876464844
